deal_id;type;content
*      165;DIRS;  North      East     South      West
*      165;BIDS;  passe       1C      passe       1K    
*      165;RULE;              16                  17    
*      165;BIDS;  passe     passe     passe   
*      165;RULE;                              
*      166;DEAL;QT43-9-T963-AT86, 6-JT832-87542-K3, AJ9852-Q75-Q742, K7-AK64-AKQJ-J95
*      166;DIRS;  North      East     South      West
*      166;BIDS;  passe     passe       1P       2SA    
*      166;RULE;                        19        9     
*      166;BIDS;  passe     passe     passe   
*      166;RULE;                              
*      167;DEAL;K73-K952-A732-J4, Q52-J874-J4-AQ63, J94-3-KQ98-KT982, AT86-AQT6-T65-75
*      167;DIRS;  North      East     South      West
*      167;BIDS;  passe     passe     passe     passe   
*      167;RULE;                                        
*      168;DEAL;KJT983-A654-AQ6, A4-KQT872-AK3-KJ, 65-J3-QT42-T8543, Q72-9-J98765-972
*      168;DIRS;  North      East     South      West
*      168;BIDS;    1P      passe     passe     passe   
*      168;RULE;    16                                  
*      169;DEAL;Q854-T85-63-A765, J63-AQ963-J82-92, K2-J2-AT975-JT43, AT97-K74-KQ4-KQ8
*      169;DIRS;  North      East     South      West
*      169;BIDS;  passe     passe     passe      1SA    
*      169;RULE;                                  10    
*      169;BIDS;  passe      2SA      passe      4SA    
*      169;RULE;             275                 277    
*      169;BIDS;  passe     passe     passe   
*      169;RULE;                              
*      170;DEAL;A42-J8-KT8-Q9642, 65-T65-762-KT753, JT3-Q97432-Q9-A8, KQ987-AK-AJ543-J
*      170;DIRS;  North      East     South      West
*      170;BIDS;  passe     passe       1C        1P    
*      170;RULE;                        19        16    
*      170;BIDS;  passe     passe     passe   
*      170;RULE;                              
*      171;DEAL;KJT863-A82-J962, 72-K95-Q7-QJT875, Q954-T763-AK4-62, A-QJ4-T853-AK943
*      171;DIRS;  North      East     South      West
*      171;BIDS;  passe     passe     passe       1T    
*      171;RULE;                                  17    
*      171;BIDS;  passe     passe     passe   
*      171;RULE;                              
*      172;DEAL;984-A96-J4-KQ876, 52-Q73-KQT9-T932, AQT63-KJ8-A873-4, KJ7-T542-652-AJ5
*      172;DIRS;  North      East     South      West
*      172;BIDS;  passe     passe       1P      passe   
*      172;RULE;                        16              
*      172;BIDS;  passe     passe   
*      172;RULE;                    
*      173;DEAL;74-Q5-JT7643-A62, K982-K873-AK2-84, AJT53-JT4-9-T975, Q6-A962-Q85-KQJ3
*      173;DIRS;  North      East     South      West
*      173;BIDS;  passe       1K      passe       1T    
*      173;RULE;              17                  17    
*      173;BIDS;  passe     passe     passe   
*      173;RULE;                              
*      174;DEAL;AJ43-J975-QJ4-A9, T92-K3-K976-KT42, Q75-AT2-AT2-QJ85, K86-Q864-853-763
*      174;DIRS;  North      East     South      West
*      174;BIDS;    1K      passe      3SA      passe   
*      174;RULE;    17                  73              
*      174;BIDS;  passe     passe   
*      174;RULE;                    
*      175;DEAL;AKJ4-95-J93-T852, T982-642-A2-KJ94, 765-AKJ3-KQ8-A63, Q3-QT87-T7654-Q7
*      175;DIRS;  North      East     South      West
*      175;BIDS;  passe     passe      1SA      passe   
*      175;RULE;                        10              
*      175;BIDS;    2T      passe       2C      passe   
*      175;RULE;   272                 303              
*      175;BIDS;  passe     passe   
*      175;RULE;                    
*      176;DEAL;AKT95-T74-J64-72, J-AKJ8-AQT9-QT64, 643-2-8753-KJ953, Q872-Q9653-K2-A8
*      176;DIRS;  North      East     South      West
*      176;BIDS;  passe       1K      passe     passe   
*      176;RULE;              17                        
*      176;BIDS;  passe   
*      176;RULE;          
*      177;DEAL;K5-Q87-A632-K765, AQ93-T953-QT5-JT, T42-AK-K74-Q8432, J876-J642-J98-A9
*      177;DIRS;  North      East     South      West
*      177;BIDS;    1K      passe       2T      passe   
*      177;RULE;    17                  59              
*      177;BIDS;   2SA      passe     passe     passe   
*      177;RULE;   500                                  
*      178;DEAL;T9864-T2-J7-KJ54, J-985-A6543-QT73, A75-AKJ64-KQ2-A8, KQ32-Q73-T98-962
*      178;DIRS;  North      East     South      West
*      178;BIDS;  passe     passe       2T      passe   
*      178;RULE;                        6               
*      178;BIDS;  passe     passe   
*      178;RULE;                    
*      179;DEAL;AK84-JT3-KJ53-KQ, QJ9653-K54-T2-84, T7-A8762-A74-532, 2-Q9-Q986-AJT976
*      179;DIRS;  North      East     South      West
*      179;BIDS;   1SA      passe      2SA      passe   
*      179;RULE;    10                 275              
*      179;BIDS;   4SA      passe     passe     passe   
*      179;RULE;   277                                  
*      180;DEAL;KQ9632-T-T4-KT92, J54-A86-K9753-J4, 7-K9532-AQ-AQ865, AT8-QJ74-J862-73
*      180;DIRS;  North      East     South      West
*      180;BIDS;  passe     passe       1C      passe   
*      180;RULE;                        16              
*      180;BIDS;    1P      passe       2C      passe   
*      180;RULE;    19                  47              
*      180;BIDS;  passe     passe   
*      180;RULE;                    
*      181;DEAL;KQJ-JT7-AK5-AK62, T65-K963-QJ8-J84, A97432-Q2-943-T3, 8-A854-T762-Q975
*      181;DIRS;  North      East     South      West
*      181;BIDS;   2SA      passe     passe     passe   
*      181;RULE;    9                                   
*      182;DEAL;T4-AQ2-QT65-KQJ5, KQJ2-6-K9432-A72, 6-KJ943-AJ87-983, A98753-T875-T64
*      182;DIRS;  North      East     South      West
*      182;BIDS;    1K      passe       1C      passe   
*      182;RULE;    17                  62              
*      182;BIDS;   1SA      passe     passe     passe   
*      182;RULE;   491                                  
*      183;DEAL;7-KQ9843-AQ64-T6, KQ6532-72-JT8-72, AJT5-K52-KQ9843, AJT984-6-973-AJ5
*      183;DIRS;  North      East     South      West
*      183;BIDS;  passe       2P        1T      passe   
*      183;RULE;              22        17              
*      183;BIDS;  passe     passe   
*      183;RULE;                    
*      184;DEAL;QT6-Q54-AT9-AT95, K853-AKJ8-32-432, J742-T76-54-J876, A9-932-KQJ876-KQ
*      184;DIRS;  North      East     South      West
*      184;BIDS;    1T      passe     passe     passe   
*      184;RULE;    17                                  
*      185;DEAL;AT2-QT6-KT84-K74, J84-A52-AQ95-962, Q75-KJ97-76-AQ85, K963-843-J32-JT3
*      185;DIRS;  North      East     South      West
*      185;BIDS;    1K      passe       1C      passe   
*      185;RULE;    17                  61              
*      185;BIDS;   1SA      passe     passe     passe   
*      185;RULE;   491                                  
*      186;DEAL;J-QJ2-KT654-QJT5, QT643-943-Q83-97, K8-KT87-AK86432, A9752-A65-AJ972
*      186;DIRS;  North      East     South      West
*      186;BIDS;  passe     passe       1T        1P    
*      186;RULE;                        17        16    
*      186;BIDS;  passe     passe     passe   
*      186;RULE;                              
*      187;DEAL;K5-J7653-A652-72, AT973-KT2-Q74-96, 82-AQ8-JT8-JT843, QJ64-94-K93-AKQ5
*      187;DIRS;  North      East     South      West
*      187;BIDS;  passe     passe     passe      1SA    
*      187;RULE;                                  10    
*      187;BIDS;  passe      3SA      passe     passe   
*      187;RULE;             276                        
*      187;BIDS;  passe   
*      187;RULE;          
*      188;DEAL;J3-52-Q963-KT953, 9852-KT8743-A72, 6-QJ6-JT8-AQJ864, AKQT74-A9-K54-72
*      188;DIRS;  North      East     South      West
*      188;BIDS;  passe     passe     passe       1P    
*      188;RULE;                                  16    
*      188;BIDS;  passe     passe     passe   
*      188;RULE;                              
*      189;DEAL;JT532-J8732-5-Q6, A74-T9-AKQ42-T92, K8-AKQ5-J6-AJ543, Q96-64-T9873-K87
*      189;DIRS;  North      East     South      West
*      189;BIDS;  passe       1K        1T      passe   
*      189;RULE;              17        17              
*      189;BIDS;  passe     passe   
*      189;RULE;                    
*      190;DEAL;T98-J872-JT-T963, KJ752-95-A62-QJ2, 4-AQT-Q73-AK8754, AQ63-K643-K9854
*      190;DIRS;  North      East     South      West
*      190;BIDS;  passe     passe       1T        1K    
*      190;RULE;                        17        17    
*      190;BIDS;  passe     passe     passe   
*      190;RULE;                              
*      191;DEAL;K5-JT52-875-KJ52, J-A98764-AT6-T97, A973-Q3-KQ9432-A, QT8642-K-J-Q8643
*      191;DIRS;  North      East     South      West
*      191;BIDS;  passe     passe       1K        1P    
*      191;RULE;                        17        19    
*      191;BIDS;  passe     passe     passe   
*      191;RULE;                              
*      192;DEAL;K75-J9764-T53-32, J32-Q83-9864-AQ6, AQ6-KT52-QJ2-J95, T984-A-AK7-KT874
*      192;DIRS;  North      East     South      West
*      192;BIDS;  passe     passe       1T        1T    
*      192;RULE;                        17        17    
*      192;BIDS;  passe     passe     passe   
*      192;RULE;                              
*      193;DEAL;3-AKJ543-AJ93-T5, J84-862-T85-Q987, Q5-QT97-Q-AK6432, AKT9762-K7642-J
*      193;DIRS;  North      East     South      West
*      193;BIDS;    1C      passe       2T      passe   
*      193;RULE;    16                  40              
*      193;BIDS;    2C      passe     passe     passe   
*      193;RULE;   554                                  
*      194;DEAL;T97-T8643-2-K963, J863-AK-KQJT9-J7, AKQ2-92-764-AT52, 54-QJ75-A853-Q84
*      194;DIRS;  North      East     South      West
*      194;BIDS;  passe       1K        1T      passe   
*      194;RULE;              17        17              
*      194;BIDS;  passe     passe   
*      194;RULE;                    
*      195;DEAL;92-T986-KJ3-T973, AJT5-AKQ42-54-AQ, K7643-J53-62-KJ6, Q8-7-AQT987-8542
*      195;DIRS;  North      East     South      West
*      195;BIDS;  passe       2T      passe     passe   
*      195;RULE;              6                         
*      195;BIDS;  passe   
*      195;RULE;          
*      196;DEAL;Q4-KJ4-Q97-JT874, KJ962-75-KJT3-K2, AT3-AT9632-82-65, 875-Q8-A654-AQ93
*      196;DIRS;  North      East     South      West
*      196;BIDS;  passe     passe       1C        1K    
*      196;RULE;                        19        17    
*      196;BIDS;  passe     passe     passe   
*      196;RULE;                              
*      197;DEAL;KT85-K93-74-AKQT, A2-Q652-Q9652-75, J763-874-J3-J962, Q94-AJT-AKT8-843
*      197;DIRS;  North      East     South      West
*      197;BIDS;   1SA      passe     passe     passe   
*      197;RULE;    10                                  
*      198;DEAL;J2-J976-96-QJ972, T8654-53-KJ2-KT6, KQ93-AKQT42-T53, A7-8-AQ874-A8543
*      198;DIRS;  North      East     South      West
*      198;BIDS;  passe     passe       1C        1K    
*      198;RULE;                        16        17    
*      198;BIDS;  passe     passe     passe   
*      198;RULE;                              
*      199;DEAL;64-T5-JT9854-AKQ, QT2-AQ832-A-T873, K3-J964-KQ2-J962, AJ9875-K7-763-54
*      199;DIRS;  North      East     South      West
*      199;BIDS;  passe       1C      passe       2P    
*      199;RULE;              16                  22    
*      199;BIDS;  passe     passe     passe   
*      199;RULE;                              
*      200;DEAL;KQ62-843-752-K76, J9-AJT6-T83-Q954, AT875-Q52-Q6-A83, 43-K97-AKJ94-JT2
*      200;DIRS;  North      East     South      West
*      200;BIDS;  passe     passe       1P        1K    
*      200;RULE;                        16        17    
*      200;BIDS;  passe     passe     passe   
*      200;RULE;                              
*      201;DEAL;54-QJT-AJT3-AKQ3, KT632-975-Q9-J42, AJ-AK6432-K4-876, Q987-8-87652-T95
*      201;DIRS;  North      East     South      West
*      201;BIDS;   1SA      passe       2K      passe   
*      201;RULE;    10                 287              
*      201;BIDS;    2C      passe       3C      passe   
*      201;RULE;   349                 356              
*      201;BIDS;  passe     passe   
*      201;RULE;                    
*      202;DEAL;QJ9-AJ95-KQJ86-K, 852-T7-7-AJT7543, AT64-K84-543-Q86, K73-Q632-AT92-92
*      202;DIRS;  North      East     South      West
*      202;BIDS;    1K        3T      passe     passe   
*      202;RULE;    17       196                        
*      202;BIDS;  passe   
*      202;RULE;          
*      203;DEAL;T865-T43-K-J9763, KJ4-K7-QJT764-A4, 7-AQJ652-9853-KQ, AQ932-98-A2-T852
*      203;DIRS;  North      East     South      West
*      203;BIDS;  passe       1K        1C      passe   
*      203;RULE;              17        16              
*      203;BIDS;  passe     passe   
*      203;RULE;                    
*      204;DEAL;Q82-QJ9-AQ32-A96, 953-T2-K654-KQJ3, K6-AK853-JT-T852, AJT74-764-987-74
*      204;DIRS;  North      East     South      West
*      204;BIDS;   1SA      passe       2K      passe   
*      204;RULE;    10                 287              
*      204;BIDS;    2C      passe      3SA      passe   
*      204;RULE;   349                 381              
*      204;BIDS;  passe     passe   
*      204;RULE;                    
*      205;DEAL;K93-J632-K-KT642, 42-984-AQ962-Q93, QT76-Q5-T854-A75, AJ85-AKT7-J73-J8
*      205;DIRS;  North      East     South      West
*      205;BIDS;  passe     passe     passe       1K    
*      205;RULE;                                  17    
*      205;BIDS;  passe     passe     passe   
*      205;RULE;                              
*      206;DEAL;Q97-54-T9843-AK9, A6532-AK873-J52, K4-QJ-AKQ6-QJ865, JT8-T962-7-T7432
*      206;DIRS;  North      East     South      West
*      206;BIDS;  passe       1P        1T      passe   
*      206;RULE;              16        17              
*      206;BIDS;  passe     passe   
*      206;RULE;                    
*      207;DEAL;J654-A9-K9-A9542, A2-732-AJ872-KT3, K873-J85-43-QJ76, QT9-KQT64-QT65-8
*      207;DIRS;  North      East     South      West
*      207;BIDS;    1T        1K        1P      passe   
*      207;RULE;    17       190       142              
*      207;BIDS;    2T      passe     passe     passe   
*      207;RULE;   607                                  
*      208;DEAL;T964-J964-AT2-JT, 87-AQ8-J9543-KQ3, AKQJ52-Q876-864, 3-KT7532-K-A9752
*      208;DIRS;  North      East     South      West
*      208;BIDS;  passe       1K        1P      passe   
*      208;RULE;              17        16              
*      208;BIDS;  passe     passe   
*      208;RULE;                    
*      209;DEAL;AJ-43-J2-AJT9832, KQT974-T92-QT6-K, 8652-AK-A954-754, 3-QJ8765-K873-Q6
*      209;DIRS;  North      East     South      West
*      209;BIDS;  passe       2P      passe     passe   
*      209;RULE;              22                        
*      209;BIDS;  passe   
*      209;RULE;          
*      210;DEAL;AKQJ532-A3-J762, 76-J98642-Q4-Q87, 4-KQ7-T9-AJT9652, T98-T5-AK853-K43
*      210;DIRS;  North      East     South      West
*      210;BIDS;    1P      passe     passe     passe   
*      210;RULE;    16                                  
*      211;DEAL;K54-AQ75-JT98-Q5, J63-KT83-652-J97, AQ92-9642-AQ4-42, T87-J-K73-AKT863
*      211;DIRS;  North      East     South      West
*      211;BIDS;    1K      passe       1P        2T    
*      211;RULE;    17                  61       202    
*      211;BIDS;  passe     passe     passe   
*      211;RULE;                              
*      212;DEAL;A5-A986-T62-QT73, T62-K4-A75-AKJ86, Q98-QJT752-Q43-4, KJ743-3-KJ98-952
*      212;DIRS;  North      East     South      West
*      212;BIDS;  passe       1T      passe     passe   
*      212;RULE;              17                        
*      212;BIDS;  passe   
*      212;RULE;          
*      213;DEAL;J742-Q2-JT9-9765, KT8-AKJT93-Q72-J, A53-86-K8653-432, Q96-754-A4-AKQT8
*      213;DIRS;  North      East     South      West
*      213;BIDS;  passe       1C      passe      1SA    
*      213;RULE;              16                  14    
*      213;BIDS;  passe       2K      passe       2C    
*      213;RULE;             287                 349    
*      213;BIDS;  passe       3C      passe       4C    
*      213;RULE;             356                        
*      213;BIDS;  passe     passe     passe   
*      213;RULE;                              
*      214;DEAL;J3-K6-KQJ76-T432, AQT7-Q42-A9432-9, K984-AJ75-T-KJ85, 652-T983-85-AQ76
*      214;DIRS;  North      East     South      West
*      214;BIDS;  passe       1K        1T      passe   
*      214;RULE;              17        17              
*      214;BIDS;  passe     passe   
*      214;RULE;                    
*      215;DEAL;KJ3-A6-KQ43-QJ76, 874-98754-T6-983, AQ652-KJ3-A95-A4, T9-QT2-J872-KT52
*      215;DIRS;  North      East     South      West
*      215;BIDS;   1SA      passe      6SA      passe   
*      215;RULE;    10                 278              
*      215;BIDS;  passe     passe   
*      215;RULE;                    
*      216;DEAL;KT65-AT62-943-84, AQ9-KJ953-AT8-Q7, 742-84-J65-KT653, J83-Q7-KQ72-AJ92
*      216;DIRS;  North      East     South      West
*      216;BIDS;  passe      1SA      passe      3SA    
*      216;RULE;              10                 276    
*      216;BIDS;  passe     passe     passe   
*      216;RULE;                              
*      217;DEAL;5-J932-AJ875-QT9, AT864-75-KT93-74, KJ93-Q-Q-AKJ6532, Q72-AKT864-642-8
*      217;DIRS;  North      East     South      West
*      217;BIDS;  passe     passe       1T        1C    
*      217;RULE;                        17        19    
*      217;BIDS;  passe     passe     passe   
*      217;RULE;                              
*      218;DEAL;8765-QJ9-AQ9-876, 43-AT62-J73-KQ43, KQT2-753-864-952, AJ9-K84-KT52-AJT
*      218;DIRS;  North      East     South      West
*      218;BIDS;  passe     passe     passe      1SA    
*      218;RULE;                                  10    
*      218;BIDS;  passe       2T      passe       2K    
*      218;RULE;             272                 302    
*      218;BIDS;  passe      3SA      passe     passe   
*      218;RULE;             308                        
*      218;BIDS;  passe   
*      218;RULE;          
*      219;DEAL;T963-J5-AQ65-A63, AQJ87-Q9-JT97-95, K2-K873-842-J874, 54-AT642-K3-KQT2
*      219;DIRS;  North      East     South      West
*      219;BIDS;  passe     passe     passe       1C    
*      219;RULE;                                  16    
*      219;BIDS;  passe     passe     passe   
*      219;RULE;                              
*      220;DEAL;Q942-T965-AQ-T52, A6-KQ742-T852-A9, KT53-A-KJ43-QJ73, J87-J83-976-K864
*      220;DIRS;  North      East     South      West
*      220;BIDS;  passe       1C        1K      passe   
*      220;RULE;              16        17              
*      220;BIDS;  passe     passe   
*      220;RULE;                    
*      221;DEAL;A-T4-AT9765-A982, KJ986-62-K84-KJ4, 5-QJ9875-Q-Q7653, QT7432-AK3-J32-T
*      221;DIRS;  North      East     South      West
*      221;BIDS;    1K        1P      passe     passe   
*      221;RULE;    17       190                        
*      221;BIDS;  passe   
*      221;RULE;          
*      222;DEAL;J8-7-AKQ943-T863, KT654-Q4-865-942, AQ9732-A963-2-KJ, KJT852-JT7-AQ75
*      222;DIRS;  North      East     South      West
*      222;BIDS;  passe     passe       1P        1C    
*      222;RULE;                        16        19    
*      222;BIDS;  passe     passe     passe   
*      222;RULE;                              
*      223;DEAL;AQ54-T6-A42-AK82, JT93-Q5-T7653-Q4, K6-987432-KJ9-T5, 872-AKJ-Q8-J9763
*      223;DIRS;  North      East     South      West
*      223;BIDS;   1SA      passe       2K      passe   
*      223;RULE;    10                 287              
*      223;BIDS;    2C      passe       3C      passe   
*      223;RULE;   349                 356              
*      223;BIDS;  passe     passe   
*      223;RULE;                    
*      224;DEAL;T95-T97-KJ82-AQ7, Q43-K54-T65-8652, K876-A3-97-KT943, AJ2-QJ862-AQ43-J
*      224;DIRS;  North      East     South      West
*      224;BIDS;  passe     passe     passe       1C    
*      224;RULE;                                  16    
*      224;BIDS;  passe     passe     passe   
*      224;RULE;                              
*      225;DEAL;J962-8-KQ953-986, AQ7-AJT52-J74-A5, T53-73-AT86-QJ42, K84-KQ964-2-KT73
*      225;DIRS;  North      East     South      West
*      225;BIDS;  passe      1SA      passe       2K    
*      225;RULE;              10                 287    
*      225;BIDS;  passe       2C      passe      3SA    
*      225;RULE;             349                 381    
*      225;BIDS;  passe     passe     passe   
*      225;RULE;                              
*      226;DEAL;T862-J2-QT742-75, J9-A9643-A-AKJT4, AKQ4-T75-95-9863, 753-KQ8-KJ863-Q2
*      226;DIRS;  North      East     South      West
*      226;BIDS;  passe       1C      passe     passe   
*      226;RULE;              16                        
*      226;BIDS;  passe   
*      226;RULE;          
*      227;DEAL;Q-KQJT54-K75-652, AK3-932-T64-KT83, JT76-86-A982-J94, 98542-A7-QJ3-AQ7
*      227;DIRS;  North      East     South      West
*      227;BIDS;  passe     passe     passe       1P    
*      227;RULE;                                  16    
*      227;BIDS;  passe     passe     passe   
*      227;RULE;                              
*      228;DEAL;AT-862-Q82-AQT64, J96-A95-KT743-83, 85432-T43-J-J975, KQ7-KQJ7-A965-K2
*      228;DIRS;  North      East     South      West
*      228;BIDS;    1T        1K      passe     passe   
*      228;RULE;    17       190                        
*      228;BIDS;  passe   
*      228;RULE;          
*      229;DEAL;J732-Q7543-73-T3, AKT9-T962-AK-KQJ, Q865-A8-J854-652, 4-KJ-QT962-A9874
*      229;DIRS;  North      East     South      West
*      229;BIDS;  passe      2SA      passe     passe   
*      229;RULE;              9                         
*      229;BIDS;  passe   
*      229;RULE;          
*      230;DEAL;AK74-J-KQT986-72, QJ63-KQ653-743-9, T952-4-J5-AJT543, 8-AT9872-A2-KQ86
*      230;DIRS;  North      East     South      West
*      230;BIDS;    1K        1C        1P      passe   
*      230;RULE;    17       190       138              
*      230;BIDS;    2K      passe     passe     passe   
*      230;RULE;   608                                  
*      231;DEAL;KT943-87-KQT-JT9, A87-K63-752-A642, Q52-A954-A96-KQ3, J6-QJT2-J843-875
*      231;DIRS;  North      East     South      West
*      231;BIDS;  passe     passe      1SA      passe   
*      231;RULE;                        10              
*      231;BIDS;   3SA      passe     passe     passe   
*      231;RULE;   276                                  
*      232;DEAL;T64-AJ863-QT8-64, A97-KT-A532-KJ52, QJ32-Q9-J94-QT98, K85-7542-K76-A73
*      232;DIRS;  North      East     South      West
*      232;BIDS;  passe      1SA      passe       2T    
*      232;RULE;              10                 272    
*      232;BIDS;  passe       2K      passe      3SA    
*      232;RULE;             302                 308    
*      232;BIDS;  passe     passe     passe   
*      232;RULE;                              
*      233;DEAL;A7432-T963-97-A6, J5-Q5-865432-KQ3, KQT6-KJ742-J-JT8, 98-A8-AKQT-97542
*      233;DIRS;  North      East     South      West
*      233;BIDS;  passe     passe       1C        1T    
*      233;RULE;                        19        17    
*      233;BIDS;    1P      passe       2T      passe   
*      233;RULE;    19                  29              
*      233;BIDS;  passe     passe   
*      233;RULE;                    
*      234;DEAL;KQT76-A942-A-843, 32-J87653-KJ83-K, A54-T-964-AT9752, J98-KQ-QT752-QJ6
*      234;DIRS;  North      East     South      West
*      234;BIDS;    1P      passe       2P      passe   
*      234;RULE;    16                  36              
*      234;BIDS;  passe     passe   
*      234;RULE;                    
*      235;DEAL;5-KQT96-JT76-AKJ, KQT83-J54-Q982-T, A62-A72-A3-Q9832, J974-83-K54-7654
*      235;DIRS;  North      East     South      West
*      235;BIDS;    1C        1P       2SA      passe   
*      235;RULE;    16       190       110              
*      235;BIDS;  passe     passe   
*      235;RULE;                    
*      236;DEAL;AQ65-K92-K982-KQ, 942-Q3-QJ54-AJ52, KJT73-J85-AT-T63, 8-AT764-763-9874
*      236;DIRS;  North      East     South      West
*      236;BIDS;   1SA      passe      3SA      passe   
*      236;RULE;    10                 276              
*      236;BIDS;  passe     passe   
*      236;RULE;                    
*      237;DEAL;AJ7-J872-A854-T7, 964-Q5-QJT3-QJ54, QT83-K643-K2-A92, K52-AT9-976-K863
*      237;DIRS;  North      East     South      West
*      237;BIDS;  passe     passe       1T      passe   
*      237;RULE;                        17              
*      237;BIDS;  passe     passe   
*      237;RULE;                    
*      238;DEAL;J54-AKQT87-94-J2, T83-42-AQ53-KT64, AKQ72-76-Q98753, 96-J9653-KJT82-A
*      238;DIRS;  North      East     South      West
*      238;BIDS;  passe     passe       1T        1C    
*      238;RULE;                        20        19    
*      238;BIDS;    1C      passe      1SA      passe   
*      238;RULE;    19                  35              
*      238;BIDS;    2C      passe     passe     passe   
*      238;RULE;   551                                  
*      239;DEAL;Q32-97-QT76-AJ62, AK5-KQT-K42-Q984, T9864-A853-5-K53, J7-J642-AJ983-T7
*      239;DIRS;  North      East     South      West
*      239;BIDS;  passe      1SA      passe     passe   
*      239;RULE;              10                 291    
*      239;BIDS;  passe   
*      239;RULE;          
*      240;DEAL;KJ9832-K43-QT-63, AT-QJ8762-9-KJT2, 64-9-8643-AQ9874, Q75-AT5-AKJ752-5
*      240;DIRS;  North      East     South      West
*      240;BIDS;    2P      passe     passe     passe   
*      240;RULE;    22                                  
*      241;DEAL;95-AK542-T93-J85, AT876-QT-62-A432, QJ-86-AQJ854-QT9, K432-J973-K7-K76
*      241;DIRS;  North      East     South      West
*      241;BIDS;  passe     passe       1K      passe   
*      241;RULE;                        17              
*      241;BIDS;    1C        1P      passe     passe   
*      241;RULE;    19       190                        
*      241;BIDS;  passe   
*      241;RULE;          
*      242;DEAL;AJ932-KQ4-85-AK9, 875-A8-Q632-J432, 6-J97532-K7-T876, KQT4-T6-AJT94-Q5
*      242;DIRS;  North      East     South      West
*      242;BIDS;   1SA      passe       2K      passe   
*      242;RULE;    10                 287              
*      242;BIDS;    2C      passe       3C      passe   
*      242;RULE;   349                 356              
*      242;BIDS;  passe     passe   
*      242;RULE;                    
*      243;DEAL;AJ632-KJ85-5-T94, 854-T4-AT83-AJ65, K97-A932-KQ9-832, QT-Q76-J7642-KQ7
*      243;DIRS;  North      East     South      West
*      243;BIDS;  passe     passe       1T      passe   
*      243;RULE;                        17              
*      243;BIDS;    1P      passe      2SA      passe   
*      243;RULE;    19                  37              
*      243;BIDS;  passe     passe   
*      243;RULE;                    
*      244;DEAL;Q5-AKJT43-KQ62-T, 76-875-AJT9753-Q, KT84-92-4-AJ9853, AJ932-Q6-8-K7642
*      244;DIRS;  North      East     South      West
*      244;BIDS;    1C        3K      passe     passe   
*      244;RULE;    16       196                        
*      244;BIDS;  passe   
*      244;RULE;          
*      245;DEAL;AT763-T-AK842-65, QJ9-QJ75-T93-T43, 82-982-Q75-A9872, K54-AK643-J6-KQJ
*      245;DIRS;  North      East     South      West
*      245;BIDS;  passe     passe     passe       1C    
*      245;RULE;                                  16    
*      245;BIDS;    1P      passe      1SA      passe   
*      245;RULE;    21                  35              
*      245;BIDS;    2K      passe     passe     passe   
*      245;RULE;   519                                  
*      246;DEAL;85-AT-T982-QT642, Q3-K87432-A54-J9, AT4-QJ95-K763-A8, KJ9762-6-QJ-K753
*      246;DIRS;  North      East     South      West
*      246;BIDS;  passe     passe       1K        1P    
*      246;RULE;                        17        19    
*      246;BIDS;  passe     passe     passe   
*      246;RULE;                              
*      247;DEAL;QJT973-QJ53-A-J6, A84-AK6-72-T9842, 652-984-K865-A53, K-T72-QJT943-KQ7
*      247;DIRS;  North      East     South      West
*      247;BIDS;  passe     passe     passe     passe   
*      247;RULE;                                        
*      248;DEAL;KJT3-J52-AK632-K, A86542-97-Q-J652, Q9-KQ84-987-AT97, 7-AT63-JT54-Q843
*      248;DIRS;  North      East     South      West
*      248;BIDS;    1K        1P      passe     passe   
*      248;RULE;    17       190                        
*      248;BIDS;  passe   
*      248;RULE;          
*      249;DEAL;864-K8-QT832-T43, J972-AQJ74-A7-A5, AKQT-63-J964-QJ7, 53-T952-K5-K9862
*      249;DIRS;  North      East     South      West
*      249;BIDS;  passe       1C        1K      passe   
*      249;RULE;              16        17              
*      249;BIDS;  passe     passe   
*      249;RULE;                    
*      250;DEAL;Q42-KT6-QT53-AQ2, 865-4-964-JT7543, KJ7-AQ9532-A82-8, AT93-J87-KJ7-K96
*      250;DIRS;  North      East     South      West
*      250;BIDS;    1K      passe       1C      passe   
*      250;RULE;    17                  62              
*      250;BIDS;   1SA      passe     passe     passe   
*      250;RULE;   491                                  
*      251;DEAL;JT7-KJT63-954-AJ, 42-9754-A862-KT9, 985-AQ82-T-Q8432, AKQ63-KQJ73-765
*      251;DIRS;  North      East     South      West
*      251;BIDS;  passe     passe     passe       1P    
*      251;RULE;                                  16    
*      251;BIDS;  passe     passe     passe   
*      251;RULE;                              
*      252;DEAL;QT8-6-KJ3-A87642, 76-AK74-AT754-T5, AK92-JT82-Q9-QJ3, J543-Q953-862-K9
*      252;DIRS;  North      East     South      West
*      252;BIDS;  passe     passe       1T      passe   
*      252;RULE;                        17              
*      252;BIDS;  passe     passe   
*      252;RULE;                    
*      253;DEAL;A953-T9-J65-AT82, QJ84-J753-K72-J3, 76-AQ842-98-9654, KT2-K6-AQT43-KQ7
*      253;DIRS;  North      East     South      West
*      253;BIDS;  passe     passe     passe       1K    
*      253;RULE;                                  17    
*      253;BIDS;  passe     passe     passe   
*      253;RULE;                              
*      254;DEAL;Q87642-5-3-AKQT4, 53-T97-JT972-J63, AK-KJ6432-Q6-987, JT9-AQ8-AK854-52
*      254;DIRS;  North      East     South      West
*      254;BIDS;  passe     passe       1C        1K    
*      254;RULE;                        16        17    
